size,layout_id,initial_distance,scenario_id,hidden_cost_type,hidden_cost_style,base_grid,hidden_cost,goals,goal,observer_pos,target_pos,observer_dir,target_dir,all_actions,trajectory_length
12,2,3,2,1,hate_wall,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1], [1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [10.0, 0.5, 0.5, 0.5, 0.5, 0.5, 10.0, 0.5, 0.5, 0.5, 0.5, 10.0], [10.0, 0.5, 0.5, 0.3333333333333333, 0.5, 10.0, 0.5, 10.0, 0.5, 0.3333333333333333, 0.5, 10.0], [10.0, 0.5, 10.0, 0.5, 0.3333333333333333, 0.5, 0.3333333333333333, 0.5, 0.3333333333333333, 0.3333333333333333, 0.5, 10.0], [10.0, 10.0, 0.5, 0.3333333333333333, 0.25, 0.3333333333333333, 0.5, 0.5, 0.3333333333333333, 0.5, 0.5, 10.0], [10.0, 0.5, 0.3333333333333333, 0.5, 0.3333333333333333, 0.5, 10.0, 10.0, 0.5, 10.0, 0.5, 10.0], [10.0, 0.5, 0.5, 10.0, 0.5, 10.0, 0.5, 0.5, 10.0, 10.0, 0.5, 10.0], [10.0, 0.5, 10.0, 0.5, 0.3333333333333333, 0.5, 0.5, 0.5, 0.5, 0.5, 10.0, 10.0], [10.0, 0.5, 0.5, 0.3333333333333333, 0.5, 10.0, 10.0, 10.0, 10.0, 10.0, 0.5, 10.0], [10.0, 10.0, 0.5, 0.5, 0.3333333333333333, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 10.0], [10.0, 0.5, 0.5, 10.0, 0.5, 0.5, 0.5, 0.5, 0.5, 10.0, 0.5, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]]","[(np.int64(3), np.int64(9)), (np.int64(9), np.int64(6)), (np.int64(8), np.int64(3))]","(np.int64(9), np.int64(6))","(np.int64(10), np.int64(8))","(np.int64(7), np.int64(8))",2,1,"[2, 0, 0, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 1, 2]",17
12,2,3,2,2,like_edge,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1], [1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [10.0, 1.0, 1.0, 1.0, 1.0, 1.0, 10.0, 1.0, 1.0, 1.0, 1.0, 10.0], [10.0, 1.0, 2.0, 2.0, 2.0, 10.0, 2.0, 10.0, 2.0, 2.0, 1.0, 10.0], [10.0, 1.0, 10.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 1.0, 10.0], [10.0, 10.0, 2.0, 3.0, 4.0, 4.0, 4.0, 4.0, 3.0, 2.0, 1.0, 10.0], [10.0, 1.0, 2.0, 3.0, 4.0, 5.0, 10.0, 10.0, 3.0, 10.0, 1.0, 10.0], [10.0, 1.0, 2.0, 10.0, 4.0, 10.0, 5.0, 4.0, 10.0, 10.0, 1.0, 10.0], [10.0, 1.0, 10.0, 3.0, 4.0, 4.0, 4.0, 4.0, 3.0, 2.0, 10.0, 10.0], [10.0, 1.0, 2.0, 3.0, 3.0, 10.0, 10.0, 10.0, 10.0, 10.0, 1.0, 10.0], [10.0, 10.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 10.0], [10.0, 1.0, 1.0, 10.0, 1.0, 1.0, 1.0, 1.0, 1.0, 10.0, 1.0, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]]","[(np.int64(3), np.int64(9)), (np.int64(9), np.int64(6)), (np.int64(8), np.int64(3))]","(np.int64(9), np.int64(6))","(np.int64(10), np.int64(8))","(np.int64(7), np.int64(8))",2,1,"[2, 0, 0, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 1, 2]",17
12,2,3,2,3,hate_edge,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1], [1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [10.0, 0.5, 0.5, 0.5, 0.5, 0.5, 10.0, 0.5, 0.5, 0.5, 0.5, 10.0], [10.0, 0.5, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 10.0, 0.3333333333333333, 10.0, 0.3333333333333333, 0.3333333333333333, 0.5, 10.0], [10.0, 0.5, 10.0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.3333333333333333, 0.5, 10.0], [10.0, 10.0, 0.3333333333333333, 0.25, 0.2, 0.2, 0.2, 0.2, 0.25, 0.3333333333333333, 0.5, 10.0], [10.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 10.0, 10.0, 0.25, 10.0, 0.5, 10.0], [10.0, 0.5, 0.3333333333333333, 10.0, 0.2, 10.0, 0.16666666666666666, 0.2, 10.0, 10.0, 0.5, 10.0], [10.0, 0.5, 10.0, 0.25, 0.2, 0.2, 0.2, 0.2, 0.25, 0.3333333333333333, 10.0, 10.0], [10.0, 0.5, 0.3333333333333333, 0.25, 0.25, 10.0, 10.0, 10.0, 10.0, 10.0, 0.5, 10.0], [10.0, 10.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 10.0], [10.0, 0.5, 0.5, 10.0, 0.5, 0.5, 0.5, 0.5, 0.5, 10.0, 0.5, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]]","[(np.int64(3), np.int64(9)), (np.int64(9), np.int64(6)), (np.int64(8), np.int64(3))]","(np.int64(9), np.int64(6))","(np.int64(10), np.int64(8))","(np.int64(7), np.int64(8))",2,1,"[2, 0, 0, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 1, 2]",17
12,2,3,3,0,like_wall,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1], [1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [10.0, 1.0, 1.0, 1.0, 1.0, 1.0, 10.0, 1.0, 1.0, 1.0, 1.0, 10.0], [10.0, 1.0, 1.0, 2.0, 1.0, 10.0, 1.0, 10.0, 1.0, 2.0, 1.0, 10.0], [10.0, 1.0, 10.0, 1.0, 2.0, 1.0, 2.0, 1.0, 2.0, 2.0, 1.0, 10.0], [10.0, 10.0, 1.0, 2.0, 3.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 10.0], [10.0, 1.0, 2.0, 1.0, 2.0, 1.0, 10.0, 10.0, 1.0, 10.0, 1.0, 10.0], [10.0, 1.0, 1.0, 10.0, 1.0, 10.0, 1.0, 1.0, 10.0, 10.0, 1.0, 10.0], [10.0, 1.0, 10.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 10.0, 10.0], [10.0, 1.0, 1.0, 2.0, 1.0, 10.0, 10.0, 10.0, 10.0, 10.0, 1.0, 10.0], [10.0, 10.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 10.0], [10.0, 1.0, 1.0, 10.0, 1.0, 1.0, 1.0, 1.0, 1.0, 10.0, 1.0, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]]","[(np.int64(9), np.int64(10)), (np.int64(8), np.int64(2)), (np.int64(8), np.int64(1))]","(np.int64(9), np.int64(10))","(np.int64(5), np.int64(10))","(np.int64(2), np.int64(10))",2,3,"[2, 2, 1, 2, 2, 0, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2]",23
12,2,3,3,1,hate_wall,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1], [1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [10.0, 0.5, 0.5, 0.5, 0.5, 0.5, 10.0, 0.5, 0.5, 0.5, 0.5, 10.0], [10.0, 0.5, 0.5, 0.3333333333333333, 0.5, 10.0, 0.5, 10.0, 0.5, 0.3333333333333333, 0.5, 10.0], [10.0, 0.5, 10.0, 0.5, 0.3333333333333333, 0.5, 0.3333333333333333, 0.5, 0.3333333333333333, 0.3333333333333333, 0.5, 10.0], [10.0, 10.0, 0.5, 0.3333333333333333, 0.25, 0.3333333333333333, 0.5, 0.5, 0.3333333333333333, 0.5, 0.5, 10.0], [10.0, 0.5, 0.3333333333333333, 0.5, 0.3333333333333333, 0.5, 10.0, 10.0, 0.5, 10.0, 0.5, 10.0], [10.0, 0.5, 0.5, 10.0, 0.5, 10.0, 0.5, 0.5, 10.0, 10.0, 0.5, 10.0], [10.0, 0.5, 10.0, 0.5, 0.3333333333333333, 0.5, 0.5, 0.5, 0.5, 0.5, 10.0, 10.0], [10.0, 0.5, 0.5, 0.3333333333333333, 0.5, 10.0, 10.0, 10.0, 10.0, 10.0, 0.5, 10.0], [10.0, 10.0, 0.5, 0.5, 0.3333333333333333, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 10.0], [10.0, 0.5, 0.5, 10.0, 0.5, 0.5, 0.5, 0.5, 0.5, 10.0, 0.5, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]]","[(np.int64(9), np.int64(10)), (np.int64(8), np.int64(2)), (np.int64(8), np.int64(1))]","(np.int64(9), np.int64(10))","(np.int64(5), np.int64(10))","(np.int64(2), np.int64(10))",2,3,"[2, 1, 2, 2, 0, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2]",23
12,2,3,3,2,like_edge,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1], [1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [10.0, 1.0, 1.0, 1.0, 1.0, 1.0, 10.0, 1.0, 1.0, 1.0, 1.0, 10.0], [10.0, 1.0, 2.0, 2.0, 2.0, 10.0, 2.0, 10.0, 2.0, 2.0, 1.0, 10.0], [10.0, 1.0, 10.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 1.0, 10.0], [10.0, 10.0, 2.0, 3.0, 4.0, 4.0, 4.0, 4.0, 3.0, 2.0, 1.0, 10.0], [10.0, 1.0, 2.0, 3.0, 4.0, 5.0, 10.0, 10.0, 3.0, 10.0, 1.0, 10.0], [10.0, 1.0, 2.0, 10.0, 4.0, 10.0, 5.0, 4.0, 10.0, 10.0, 1.0, 10.0], [10.0, 1.0, 10.0, 3.0, 4.0, 4.0, 4.0, 4.0, 3.0, 2.0, 10.0, 10.0], [10.0, 1.0, 2.0, 3.0, 3.0, 10.0, 10.0, 10.0, 10.0, 10.0, 1.0, 10.0], [10.0, 10.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 10.0], [10.0, 1.0, 1.0, 10.0, 1.0, 1.0, 1.0, 1.0, 1.0, 10.0, 1.0, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]]","[(np.int64(9), np.int64(10)), (np.int64(8), np.int64(2)), (np.int64(8), np.int64(1))]","(np.int64(9), np.int64(10))","(np.int64(5), np.int64(10))","(np.int64(2), np.int64(10))",2,3,"[2, 1, 2, 2, 0, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2]",23
12,2,3,3,3,hate_edge,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1], [1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [10.0, 0.5, 0.5, 0.5, 0.5, 0.5, 10.0, 0.5, 0.5, 0.5, 0.5, 10.0], [10.0, 0.5, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 10.0, 0.3333333333333333, 10.0, 0.3333333333333333, 0.3333333333333333, 0.5, 10.0], [10.0, 0.5, 10.0, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.3333333333333333, 0.5, 10.0], [10.0, 10.0, 0.3333333333333333, 0.25, 0.2, 0.2, 0.2, 0.2, 0.25, 0.3333333333333333, 0.5, 10.0], [10.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 10.0, 10.0, 0.25, 10.0, 0.5, 10.0], [10.0, 0.5, 0.3333333333333333, 10.0, 0.2, 10.0, 0.16666666666666666, 0.2, 10.0, 10.0, 0.5, 10.0], [10.0, 0.5, 10.0, 0.25, 0.2, 0.2, 0.2, 0.2, 0.25, 0.3333333333333333, 10.0, 10.0], [10.0, 0.5, 0.3333333333333333, 0.25, 0.25, 10.0, 10.0, 10.0, 10.0, 10.0, 0.5, 10.0], [10.0, 10.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 10.0], [10.0, 0.5, 0.5, 10.0, 0.5, 0.5, 0.5, 0.5, 0.5, 10.0, 0.5, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]]","[(np.int64(9), np.int64(10)), (np.int64(8), np.int64(2)), (np.int64(8), np.int64(1))]","(np.int64(9), np.int64(10))","(np.int64(5), np.int64(10))","(np.int64(2), np.int64(10))",2,3,"[2, 2, 1, 2, 2, 0, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2]",23
12,3,3,2,0,like_wall,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [10.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 10.0, 1.0, 10.0], [10.0, 1.0, 1.0, 10.0, 1.0, 1.0, 10.0, 1.0, 2.0, 1.0, 1.0, 10.0], [10.0, 10.0, 1.0, 1.0, 2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0, 10.0], [10.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 10.0, 10.0, 10.0], [10.0, 1.0, 2.0, 1.0, 10.0, 10.0, 1.0, 10.0, 1.0, 1.0, 1.0, 10.0], [10.0, 1.0, 2.0, 2.0, 1.0, 1.0, 10.0, 10.0, 1.0, 1.0, 1.0, 10.0], [10.0, 1.0, 1.0, 1.0, 10.0, 1.0, 1.0, 1.0, 10.0, 10.0, 1.0, 10.0], [10.0, 1.0, 10.0, 1.0, 1.0, 1.0, 1.0, 10.0, 1.0, 10.0, 1.0, 10.0], [10.0, 1.0, 1.0, 1.0, 10.0, 10.0, 1.0, 1.0, 2.0, 1.0, 10.0, 10.0], [10.0, 1.0, 1.0, 1.0, 1.0, 10.0, 1.0, 1.0, 1.0, 10.0, 10.0, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]]","[(np.int64(1), np.int64(6)), (np.int64(3), np.int64(7)), (np.int64(3), np.int64(10))]","(np.int64(3), np.int64(10))","(np.int64(5), np.int64(4))","(np.int64(5), np.int64(1))",3,3,"[0, 2, 0, 2, 2, 2, 1, 2, 0, 2, 2, 2, 2, 2, 2]",15
12,3,3,2,1,hate_wall,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [10.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 10.0, 0.5, 10.0], [10.0, 0.5, 0.5, 10.0, 0.5, 0.5, 10.0, 0.5, 0.3333333333333333, 0.5, 0.5, 10.0], [10.0, 10.0, 0.5, 0.5, 0.3333333333333333, 0.3333333333333333, 0.5, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 10.0], [10.0, 0.5, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 0.3333333333333333, 0.5, 0.5, 10.0, 10.0, 10.0], [10.0, 0.5, 0.3333333333333333, 0.5, 10.0, 10.0, 0.5, 10.0, 0.5, 0.5, 0.5, 10.0], [10.0, 0.5, 0.3333333333333333, 0.3333333333333333, 0.5, 0.5, 10.0, 10.0, 0.5, 0.5, 0.5, 10.0], [10.0, 0.5, 0.5, 0.5, 10.0, 0.5, 0.5, 0.5, 10.0, 10.0, 0.5, 10.0], [10.0, 0.5, 10.0, 0.5, 0.5, 0.5, 0.5, 10.0, 0.5, 10.0, 0.5, 10.0], [10.0, 0.5, 0.5, 0.5, 10.0, 10.0, 0.5, 0.5, 0.3333333333333333, 0.5, 10.0, 10.0], [10.0, 0.5, 0.5, 0.5, 0.5, 10.0, 0.5, 0.5, 0.5, 10.0, 10.0, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]]","[(np.int64(1), np.int64(6)), (np.int64(3), np.int64(7)), (np.int64(3), np.int64(10))]","(np.int64(3), np.int64(10))","(np.int64(5), np.int64(4))","(np.int64(5), np.int64(1))",3,3,"[0, 2, 0, 2, 2, 2, 1, 2, 0, 2, 2, 2, 2, 2, 2]",15
12,3,3,2,2,like_edge,"[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1], [1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1], [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1], [1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1], [1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1], [1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1], [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]","[[10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0], [10.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 10.0, 1.0, 10.0], [10.0, 1.0, 2.0, 10.0, 2.0, 2.0, 10.0, 2.0, 2.0, 2.0, 1.0, 10.0], [10.0, 10.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 1.0, 10.0], [10.0, 1.0, 2.0, 3.0, 4.0, 4.0, 4.0, 4.0, 3.0, 10.0, 10.0, 10.0], [10.0, 1.0, 2.0, 3.0, 10.0, 10.0, 5.0, 10.0, 3.0, 2.0, 1.0, 10.0], [10.0, 1.0, 2.0, 3.0, 4.0, 5.0, 10.0, 10.0, 3.0, 2.0, 1.0, 10.0], [10.0, 1.0, 2.0, 3.0, 10.0, 4.0, 4.0, 4.0, 10.0, 10.0, 1.0, 10.0], [10.0, 1.0, 10.0, 3.0, 3.0, 3.0, 3.0, 10.0, 3.0, 10.0, 1.0, 10.0], [10.0, 1.0, 2.0, 2.0, 10.0, 10.0, 2.0, 2.0, 2.0, 2.0, 10.0, 10.0], [10.0, 1.0, 1.0, 1.0, 1.0, 10.0, 1.0, 1.0, 1.0, 10.0, 10.0, 10.0], [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]]","[(np.int64(1), np.int64(6)), (np.int64(3), np.int64(7)), (np.int64(3), np.int64(10))]","(np.int64(3), np.int64(10))","(np.int64(5), np.int64(4))","(np.int64(5), np.int64(1))",3,3,"[0, 2, 0, 2, 2, 1, 2, 0, 2, 2, 2, 2, 2, 2, 2]",15
